,article_id,cluster,buying_count
1361,665228001,27,2
1362,665294004,10,2
1363,665303002,22,2
1364,660450001,27,2
1365,660369005,16,2
1366,661610001,9,2
1367,661705001,12,2
1368,664368003,24,2
1369,664074003,15,2
1370,662980001,16,2
1371,663396002,9,2
1372,662948001,24,2
1373,663488001,15,2
1374,662935001,16,2
1375,663695002,5,2
1376,663724002,29,2
1377,663746001,29,2
1378,662868004,2,2
1379,664074002,12,2
1380,662857004,16,2
1381,664338002,7,2
1382,664133002,11,2
1383,664190001,15,2
1384,662728004,12,2
1385,662696003,14,2
1386,662553003,14,2
1387,662253002,2,2
1388,662085001,12,2
1389,661810001,0,2
1390,661806003,0,2
1391,661797001,15,2
1392,660308001,9,2
1393,659851001,19,2
1394,667378002,2,2
1395,659848001,21,2
1396,657476001,8,2
1397,657415006,15,2
1398,657287002,0,2
1399,666354002,0,2
1400,657285001,8,2
1401,657165001,3,2
1402,657116003,21,2
1403,657116001,2,2
1404,656734005,10,2
1405,666382001,16,2
1406,656686001,15,2
1407,656649003,1,2
1408,656497004,16,2
1409,666585003,22,2
1410,656213003,8,2
1411,656099001,6,2
1412,666651009,24,2
1413,655855001,24,2
1414,655784003,10,2
1415,666656001,21,2
1416,667161002,21,2
1417,667378001,2,2
1418,655691001,0,2
1419,666223001,17,2
1420,665875003,7,2
1421,665873002,2,2
1422,658847002,24,2
1423,659832001,8,2
1424,659562001,10,2
1425,659521001,3,2
1426,659460002,15,2
1427,659381001,8,2
1428,659302004,12,2
1429,659295003,12,2
1430,659124001,31,2
1431,658907007,2,2
1432,658850002,5,2
1433,665311001,22,2
1434,665831002,23,2
1435,658295002,18,2
1436,665325001,1,2
1437,658254006,2,2
1438,658183002,21,2
1439,665410002,22,2
1440,658119001,27,2
1441,658030006,18,2
1442,657970001,8,2
1443,665725003,25,2
1444,657497001,22,2
1445,640677002,8,2
1446,673900001,25,2
1447,622618004,21,2
1448,630116006,21,2
1449,678933001,11,2
1450,678933002,9,2
1451,629912001,4,2
1452,629551004,8,2
1453,629483002,24,2
1454,678942001,12,2
1455,629023006,30,2
1456,678942003,2,2
1457,678983002,8,2
1458,628924001,22,2
1459,628813002,5,2
1460,628788004,5,2
1461,678983008,8,2
1462,678992001,18,2
1463,627379002,22,2
1464,627139002,19,2
1465,679121002,24,2
1466,679494001,11,2
1467,627092003,29,2
1468,627092001,29,2
1469,679725001,10,2
1470,679986001,2,2
1471,626816001,1,2
1472,630116004,21,2
1473,630116011,21,2
1474,640639001,8,2
1475,630116017,21,2
1476,633130001,8,2
1477,677999003,9,2
1478,632982015,28,2
1479,678063001,25,2
1480,632737004,27,2
1481,632665002,7,2
1482,632534004,1,2
1483,632516001,2,2
1484,632451001,9,2
1485,632065002,8,2
1486,632020002,5,2
1487,631902001,4,2
1488,631848001,22,2
1489,631744003,9,2
1490,631590005,18,2
1491,631492002,15,2
1492,630672001,8,2
1493,630532001,8,2
1494,630514003,24,2
1495,678342001,12,2
1496,630450001,1,2
1497,630316012,12,2
1498,678552001,16,2
1499,679986005,15,2
1500,626476002,23,2
1501,626445006,6,2
1502,626443002,29,2
1503,624917001,31,2
1504,624636002,27,2
1505,682204001,15,2
1506,624486008,2,2
1507,624486001,8,2
1508,624274006,8,2
1509,624123004,31,2
1510,624122003,31,2
1511,624121005,6,2
1512,624120004,6,2
1513,624050004,15,2
1514,624006001,29,2
1515,623434013,15,2
1516,623434008,8,2
1517,623283003,31,2
1518,682267002,10,2
1519,682456001,18,2
1520,682550001,8,2
1521,622955001,12,2
1522,682604001,8,2
1523,682604002,25,2
1524,622678005,12,2
1525,622678003,28,2
1526,682028002,12,2
1527,682028001,12,2
1528,625311008,21,2
1529,680846001,15,2
1530,626415013,29,2
1531,626410001,8,2
1532,626406003,20,2
1533,680186002,0,2
1534,626257003,20,2
1535,625961001,29,2
1536,680374002,24,2
1537,680557004,11,2
1538,680782001,5,2
1539,625939012,10,2
1540,625819005,15,2
1541,625316006,21,2
1542,625819003,2,2
1543,625819001,0,2
1544,680912005,0,2
1545,680912011,8,2
1546,625773003,12,2
1547,625480003,7,2
1548,681121001,4,2
1549,681264008,23,2
1550,681358001,8,2
1551,681815003,8,2
1552,677991002,1,2
1553,677967009,2,2
1554,633130014,27,2
1555,637268002,15,2
1556,674482004,20,2
1557,674509001,2,2
1558,639192001,15,2
1559,639151001,12,2
1560,639104001,13,2
1561,674651001,24,2
1562,638899002,21,2
1563,674681008,1,2
1564,674844001,2,2
1565,638532001,15,2
1566,638204001,6,2
1567,638039001,8,2
1568,637911005,2,2
1569,675095005,2,2
1570,637858001,14,2
1571,637820001,12,2
1572,637673006,10,2
1573,637661003,16,2
1574,675359001,2,2
1575,675359002,2,2
1576,637549004,16,2
1577,675856001,30,2
1578,675952009,12,2
1579,674336001,22,2
1580,639469006,32,2
1581,639496004,22,2
1582,640124003,22,2
1583,673900002,27,2
1584,640539001,0,2
1585,640536001,26,2
1586,674002001,12,2
1587,640530001,31,2
1588,674014002,15,2
1589,640462001,2,2
1590,640299002,5,2
1591,640176001,8,2
1592,640174002,15,2
1593,640124002,8,2
1594,639576001,12,2
1595,640020003,10,2
1596,639893003,17,2
1597,674047003,18,2
1598,639845003,27,2
1599,639845002,3,2
1600,639833002,12,2
1601,674079001,4,2
1602,639672001,28,2
1603,639598004,17,2
1604,639578004,17,2
1605,676166001,19,2
1606,637268001,28,2
1607,677967008,5,2
1608,677017001,27,2
1609,635273002,8,2
1610,635084003,22,2
1611,635084002,10,2
1612,677930003,22,2
1613,634704002,22,2
1614,634704001,22,2
1615,677930005,24,2
1616,634249002,2,2
1617,634019001,20,2
1618,634015003,21,2
1619,634013012,11,2
1620,634009010,21,2
1621,634009004,21,2
1622,634009003,21,2
1623,633781014,12,2
1624,677930015,8,2
1625,633781006,8,2
1626,633136009,8,2
1627,633136006,8,2
1628,633133001,27,2
1629,633130020,16,2
1630,633130019,22,2
1631,633130017,22,2
1632,635276001,4,2
1633,635425004,0,2
1634,635473002,27,2
1635,636455008,12,2
1636,677172003,8,2
1637,677347003,16,2
1638,637223004,22,2
1639,637194001,25,2
1640,637131001,10,2
1641,637103001,12,2
1642,636935006,28,2
1643,636900001,12,2
1644,636587001,8,2
1645,677664001,4,2
1646,636420001,2,2
1647,635561009,15,2
1648,636389002,19,2
1649,636385004,0,2
1650,677809001,22,2
1651,636323005,18,2
1652,677848001,6,2
1653,636323003,18,2
1654,636323002,18,2
1655,636207001,14,2
1656,635957001,8,2
1657,635789001,19,2
1658,630299001,12,2
1659,729931001,12,2
1660,534164001,28,2
1661,399087017,8,2
1662,401044012,22,2
1663,549251001,9,2
1664,400285009,14,2
1665,399256002,27,2
1666,399223030,18,2
1667,399223028,18,2
1668,548467001,8,2
1669,399223004,18,2
1670,508184020,26,2
1671,399136011,19,2
1672,478818003,6,2
1673,567608002,20,2
1674,548111002,12,2
1675,509091025,5,2
1676,429313013,5,2
1677,567618001,5,2
1678,398074065,12,2
1679,397068014,11,2
1680,397068001,14,2
1681,509210002,8,2
1682,395127011,23,2
1683,547780001,25,2
1684,547752003,10,2
1685,392938035,23,2
1686,567818001,14,2
1687,547349002,5,2
1688,509280004,22,2
1689,387843036,23,2
1690,403479001,30,2
1691,507910020,15,2
1692,549333007,2,2
1693,507909017,0,2
1694,552346012,20,2
1695,504742003,2,2
1696,564999009,30,2
1697,505071001,0,2
1698,565036008,30,2
1699,552018007,31,2
1700,552018006,31,2
1701,505230006,12,2
1702,565200032,31,2
1703,506452004,24,2
1704,565338002,5,2
1705,551566002,12,2
1706,565379021,19,2
1707,551504002,11,2
1708,565481002,14,2
1709,565481003,14,2
1710,416157003,9,2
1711,551336003,6,2
1712,551336001,1,2
1713,551045040,11,2
1714,566799007,29,2
1715,550309001,2,2
1716,507883008,12,2
1717,507883009,12,2
1718,408104012,23,2
1719,549852003,3,2
1720,566941004,27,2
1721,509457017,26,2
1722,546617005,15,2
1723,546406001,12,2
1724,513257013,13,2
1725,513373002,28,2
1726,351933001,5,2
1727,568863005,16,2
1728,351484014,17,2
1729,514482001,24,2
1730,348870001,8,2
1731,541519024,5,2
1732,541512010,24,2
1733,515991007,12,2
1734,569526002,21,2
1735,515991015,19,2
1736,541286003,29,2
1737,569562005,12,2
1738,341452001,5,2
1739,516000035,27,2
1740,569847002,2,2
1741,325542015,0,2
1742,540277004,28,2
1743,324502018,4,2
1744,322017003,12,2
1745,569986004,23,2
1746,539723042,9,2
1747,539723038,25,2
1748,516000070,15,2
1749,316085002,1,2
1750,516741007,12,2
1751,516903008,8,2
1752,568861008,16,2
1753,568838004,1,2
1754,567992021,20,2
1755,512699001,0,2
1756,545439001,6,2
1757,379780024,22,2
1758,378135030,21,2
1759,567993016,21,2
1760,377277001,8,2
1761,373506001,32,2
1762,544627006,2,2
1763,567993040,21,2
1764,568065001,21,2
1765,372860041,5,2
1766,544360001,31,2
1767,372576011,23,2
1768,510465001,10,2
1769,568066001,21,2
1770,568174026,6,2
1771,511783003,4,2
1772,568301001,29,2
1773,511783009,16,2
1774,542846001,9,2
1775,542730007,28,2
1776,568597008,24,2
1777,568597012,9,2
1778,356289021,1,2
1779,568597018,10,2
1780,568597021,15,2
1781,568601019,10,2
1782,355569043,0,2
1783,429313002,5,2
1784,429313016,5,2
1785,310091018,32,2
1786,456163002,22,2
1787,556560001,14,2
1788,556549004,4,2
1789,560221004,17,2
1790,463970010,5,2
1791,458924011,12,2
1792,556364001,29,2
1793,487827009,15,2
1794,457892005,2,2
1795,560222002,17,2
1796,456163018,19,2
1797,456163015,19,2
1798,560222004,17,2
1799,456163009,22,2
1800,560268001,19,2
1801,564787014,12,2
1802,555351006,6,2
1803,560270001,21,2
1804,455832001,5,2
1805,560389011,5,2
1806,560393001,5,2
1807,490793035,8,2
1808,554811014,19,2
1809,554792001,4,2
1810,554772031,19,2
1811,554757003,16,2
1812,453585009,28,2
1813,554704004,8,2
1814,493103005,31,2
1815,560213004,17,2
1816,463970040,10,2
1817,556560002,6,2
1818,560209006,12,2
1819,479167002,24,2
1820,557265001,29,2
1821,557248024,23,2
1822,478549006,16,2
1823,479227001,19,2
1824,559129002,14,2
1825,559129006,3,2
1826,559129008,3,2
1827,474138001,7,2
1828,557247021,23,2
1829,482207009,12,2
1830,482638017,28,2
1831,469137010,28,2
1832,468480031,1,2
1833,559630002,17,2
1834,559630003,10,2
1835,468480025,18,2
1836,557247013,15,2
1837,484205010,9,2
1838,559634008,17,2
1839,467302079,27,2
1840,484398062,21,2
1841,484398071,21,2
1842,560047002,4,2
1843,464908037,15,2
1844,556958001,23,2
1845,464679003,12,2
1846,493995001,12,2
1847,561067003,21,2
1848,554552003,6,2
1849,448515018,27,2
1850,500771007,7,2
1851,563479001,5,2
1852,501286001,12,2
1853,501323011,9,2
1854,563519001,19,2
1855,501616008,11,2
1856,446224016,22,2
1857,446224014,15,2
1858,563519006,19,2
1859,563610001,6,2
1860,563874001,13,2
1861,501616074,23,2
1862,552826027,4,2
1863,501616089,23,2
1864,552826001,4,2
1865,552817001,28,2
1866,502224001,4,2
1867,503729006,6,2
1868,436083002,19,2
1869,504152001,12,2
1870,552473029,22,2
1871,504154003,16,2
1872,432566001,32,2
1873,564418002,8,2
1874,504154022,16,2
1875,564786017,21,2
1876,552471004,8,2
1877,448509015,27,2
1878,563024001,8,2
1879,554546019,26,2
1880,448515027,27,2
1881,452618001,32,2
1882,561445003,2,2
1883,561445008,19,2
1884,561445011,19,2
1885,554546003,6,2
1886,494691001,12,2
1887,452616009,29,2
1888,561500001,30,2
1889,561548002,6,2
1890,495573004,5,2
1891,554541015,30,2
1892,554541005,30,2
1893,451380032,14,2
1894,561814002,19,2
1895,561817002,23,2
1896,562211011,4,2
1897,496111020,12,2
1898,562245005,9,2
1899,562245046,9,2
1900,450604022,6,2
1901,450604007,6,2
1902,554477005,12,2
1903,554450019,8,2
1904,562252038,10,2
1905,554141003,29,2
1906,562255001,9,2
1907,562256010,16,2
1908,538993007,9,2
1909,558246003,21,2
1910,532578001,16,2
1911,573856023,15,2
1912,306847002,29,2
1913,575141004,2,2
1914,530665001,16,2
1915,571436030,1,2
1916,524939008,1,2
1917,575347010,11,2
1918,123173001,32,2
1919,294008002,7,2
1920,300024013,10,2
1921,537688013,16,2
1922,535488010,2,2
1923,189691044,26,2
1924,570319001,5,2
1925,255396006,8,2
1926,570243001,23,2
1927,307239001,5,2
1928,571650001,8,2
1929,572399005,22,2
1930,573716024,10,2
1931,519929010,22,2
1932,534164013,15,2
1933,299733001,19,2
1934,198518010,29,2
1935,574752003,0,2
1936,524825006,10,2
1937,200182002,32,2
1938,179208001,32,2
1939,519773002,16,2
1940,537612021,6,2
1941,243937001,32,2
1942,573716010,9,2
1943,234432001,32,2
1944,537346024,16,2
1945,521302006,16,2
1946,301227017,23,2
1947,240561001,32,2
1948,301656013,28,2
1949,305931001,17,2
1950,537346022,16,2
1951,523489001,12,2
1952,574116001,8,2
1953,537350008,9,2
1954,537116001,12,2
1955,570004010,23,2
1956,186264014,4,2
1957,570003018,23,2
1958,520508001,28,2
1959,572942002,27,2
1960,570003026,11,2
1961,573390001,5,2
1962,309864002,3,2
1963,538699007,19,2
1964,538699001,19,2
1965,272591016,25,2
1966,186262001,4,2
1967,308158014,29,2
1968,186372011,9,2
1969,572399004,15,2
1970,219075028,23,2
1971,570003001,11,2
1972,182909001,32,2
1973,570002033,11,2
1974,532578010,16,2
1975,534357005,18,2
1976,219075023,23,2
1977,525500001,9,2
1978,659873001,28,1
1979,659983002,15,1
1980,660174001,1,1
1981,491913003,9,1
1982,523489019,31,1
1983,491913001,9,1
1984,660150001,22,1
1985,491912025,23,1
1986,495864003,1,1
1987,660830001,8,1
1988,491070004,30,1
1989,659835001,2,1
1990,659877001,2,1
1991,645486002,26,1
1992,660712014,10,1
1993,496111011,16,1
1994,644783002,25,1
1995,523625004,3,1
1996,645620001,13,1
1997,523936027,23,1
1998,496111004,15,1
1999,660201001,31,1
2000,660590003,6,1
2001,660286001,4,1
2002,645030001,5,1
2003,493766003,7,1
2004,644803001,28,1
2005,660552001,5,1
2006,493438027,21,1
2007,494030013,25,1
2008,644803002,2,1
2009,493438021,21,1
2010,660519001,5,1
2011,644828002,6,1
2012,493438015,21,1
2013,644944001,18,1
2014,660698002,20,1
2015,644967001,9,1
2016,523490004,19,1
2017,660712002,10,1
2018,495393002,7,1
2019,645065014,22,1
2020,660367001,4,1
2021,660312002,1,1
2022,523490003,4,1
2023,660308003,21,1
2024,660308002,12,1
2025,493103018,31,1
2026,523490007,32,1
2027,523490002,4,1
2028,660300002,6,1
2029,645423002,26,1
2030,660286003,15,1
2031,494030019,24,1
2032,516951003,17,1
2033,645626001,25,1
2034,501616012,11,1
2035,646585001,21,1
2036,501616009,23,1
2037,522918026,21,1
2038,646536002,1,1
2039,646536001,1,1
2040,501616006,23,1
2041,522918030,31,1
2042,523160018,15,1
2043,658240001,2,1
2044,646286001,2,1
2045,500780011,21,1
2046,500780001,28,1
2047,646225001,13,1
2048,658304003,9,1
2049,658475001,6,1
2050,658487001,5,1
2051,658487003,5,1
2052,522918019,1,1
2053,646660003,15,1
2054,645732001,2,1
2055,658030002,18,1
2056,501820025,22,1
2057,657497002,22,1
2058,646767001,1,1
2059,501820006,22,1
2060,646756001,4,1
2061,657628001,10,1
2062,657639001,2,1
2063,501616088,23,1
2064,646755001,28,1
2065,657852007,23,1
2066,657891002,26,1
2067,657925004,16,1
2068,657933001,9,1
2069,657955001,1,1
2070,657955005,22,1
2071,501616087,23,1
2072,658013001,12,1
2073,658502001,30,1
2074,658756001,26,1
2075,646171002,6,1
2076,500435039,4,1
2077,659325002,2,1
2078,659379001,2,1
2079,498779009,1,1
2080,645970001,21,1
2081,644763001,5,1
2082,498061007,2,1
2083,659460001,4,1
2084,645969001,4,1
2085,645895001,27,1
2086,645882003,26,1
2087,645844001,15,1
2088,497640008,23,1
2089,496762020,25,1
2090,659550001,22,1
2091,496762018,10,1
2092,659669001,7,1
2093,496735008,5,1
2094,659324002,21,1
2095,659320001,26,1
2096,499368004,26,1
2097,658923002,28,1
2098,500435003,16,1
2099,646171001,6,1
2100,500372004,31,1
2101,646101002,28,1
2102,658852001,5,1
2103,646085005,31,1
2104,500369004,31,1
2105,658926002,28,1
2106,659302001,2,1
2107,658928001,21,1
2108,500357002,6,1
2109,659132001,12,1
2110,645980002,12,1
2111,659295001,28,1
2112,523488001,4,1
2113,499368006,30,1
2114,659459001,2,1
2115,661162004,16,1
2116,644762001,27,1
2117,485678039,26,1
2118,643344005,1,1
2119,643344002,8,1
2120,643305002,25,1
2121,484104006,2,1
2122,482638018,7,1
2123,642975002,20,1
2124,662948003,16,1
2125,662972001,2,1
2126,481529006,24,1
2127,662980002,16,1
2128,662980003,16,1
2129,663003005,21,1
2130,663016001,16,1
2131,481455002,22,1
2132,663176005,1,1
2133,663176006,22,1
2134,663185001,4,1
2135,662932002,24,1
2136,484398054,28,1
2137,484398056,21,1
2138,485673025,30,1
2139,662741001,26,1
2140,485678034,26,1
2141,662857002,12,1
2142,524825007,0,1
2143,485678019,6,1
2144,485673040,30,1
2145,643591001,0,1
2146,662866002,24,1
2147,643540001,23,1
2148,662866003,9,1
2149,485673023,30,1
2150,485537023,13,1
2151,643588001,7,1
2152,484398068,21,1
2153,643575001,31,1
2154,643552001,4,1
2155,663243001,6,1
2156,663282001,17,1
2157,481347003,16,1
2158,642796001,26,1
2159,481110008,5,1
2160,663732001,4,1
2161,663732004,4,1
2162,479294002,11,1
2163,663851003,6,1
2164,663937001,17,1
2165,479227017,28,1
2166,663942005,7,1
2167,663713001,5,1
2168,525932002,19,1
2169,525932007,19,1
2170,642739001,2,1
2171,525932008,19,1
2172,479167001,5,1
2173,663945002,20,1
2174,478818005,31,1
2175,663714001,4,1
2176,663699001,12,1
2177,663331002,19,1
2178,663441001,24,1
2179,642975001,20,1
2180,663342003,29,1
2181,663355003,18,1
2182,663368001,4,1
2183,481147001,1,1
2184,481110019,5,1
2185,642971002,1,1
2186,481110018,5,1
2187,481110017,5,1
2188,663515001,22,1
2189,525581005,26,1
2190,642853001,8,1
2191,663515004,22,1
2192,663568001,7,1
2193,663577002,19,1
2194,663695001,24,1
2195,643701002,5,1
2196,643701003,24,1
2197,644706003,31,1
2198,662722001,32,1
2199,644362001,17,1
2200,488311001,7,1
2201,488012029,6,1
2202,488012012,6,1
2203,488012002,6,1
2204,644306002,22,1
2205,661493002,5,1
2206,661589001,7,1
2207,661605001,1,1
2208,487932038,6,1
2209,661644004,1,1
2210,487932024,6,1
2211,661649001,23,1
2212,487910001,6,1
2213,487827023,18,1
2214,644300003,22,1
2215,644288001,12,1
2216,644362005,4,1
2217,488546001,8,1
2218,524529001,8,1
2219,490176004,1,1
2220,660830006,16,1
2221,660924001,27,1
2222,490793027,7,1
2223,490793015,28,1
2224,490436001,24,1
2225,661118002,1,1
2226,524458002,10,1
2227,644522002,12,1
2228,661166002,16,1
2229,490176001,1,1
2230,661152002,15,1
2231,661162001,12,1
2232,524486002,30,1
2233,489607004,4,1
2234,489607003,24,1
2235,646789001,26,1
2236,661795002,15,1
2237,644035001,13,1
2238,643974005,6,1
2239,662592002,8,1
2240,486639003,8,1
2241,662344003,0,1
2242,662369001,11,1
2243,524770004,4,1
2244,662369005,17,1
2245,662441001,21,1
2246,486462007,4,1
2247,643833003,1,1
2248,662260001,2,1
2249,662592003,8,1
2250,643833002,1,1
2251,662628001,8,1
2252,662630002,12,1
2253,485689011,17,1
2254,662696005,14,1
2255,643739002,17,1
2256,662320001,11,1
2257,486782002,5,1
2258,487800029,20,1
2259,661869001,20,1
2260,661806001,28,1
2261,661806002,9,1
2262,487750034,13,1
2263,487722005,5,1
2264,487275017,26,1
2265,661811001,15,1
2266,487275010,26,1
2267,487053021,6,1
2268,524529004,8,1
2269,661914001,8,1
2270,662076003,27,1
2271,662084001,15,1
2272,487052007,6,1
2273,662160001,26,1
2274,487050025,29,1
2275,487050001,6,1
2276,502186015,16,1
2277,504154018,16,1
2278,502522001,19,1
2279,652840001,26,1
2280,652367005,15,1
2281,511121006,13,1
2282,511105004,15,1
2283,511105001,9,1
2284,652708001,24,1
2285,510465002,10,1
2286,652730003,2,1
2287,652731003,22,1
2288,652732001,11,1
2289,510398014,1,1
2290,510126001,5,1
2291,510075010,22,1
2292,652747001,2,1
2293,652747002,11,1
2294,652783004,0,1
2295,652787001,8,1
2296,519847006,15,1
2297,649440007,11,1
2298,652361004,0,1
2299,652361001,16,1
2300,649495001,1,1
2301,649551016,1,1
2302,649551007,4,1
2303,651946001,1,1
2304,651972002,20,1
2305,649510002,20,1
2306,652000009,31,1
2307,652009003,26,1
2308,652075001,22,1
2309,652355001,22,1
2310,519588003,22,1
2311,652142002,1,1
2312,652196002,1,1
2313,519718007,16,1
2314,652221003,2,1
2315,519749040,16,1
2316,652269004,2,1
2317,519929006,1,1
2318,519929007,1,1
2319,653633002,2,1
2320,652847002,29,1
2321,649356001,26,1
2322,653337002,6,1
2323,509465002,2,1
2324,649328001,1,1
2325,653416002,12,1
2326,649323001,1,1
2327,649242001,7,1
2328,649238001,7,1
2329,649098003,23,1
2330,653431001,28,1
2331,509210006,9,1
2332,653552001,15,1
2333,649059002,5,1
2334,653567001,12,1
2335,653567003,1,1
2336,653587001,15,1
2337,509210005,19,1
2338,653335002,13,1
2339,509468002,15,1
2340,653277002,15,1
2341,509668001,6,1
2342,510075007,2,1
2343,652924005,2,1
2344,510074005,12,1
2345,652946001,28,1
2346,653032007,22,1
2347,510018004,2,1
2348,509994014,23,1
2349,653208002,19,1
2350,509468004,11,1
2351,520175004,5,1
2352,509629008,24,1
2353,649382001,26,1
2354,653210011,12,1
2355,649356002,13,1
2356,653233001,7,1
2357,653248003,2,1
2358,651935002,31,1
2359,512630005,13,1
2360,651913002,8,1
2361,513257010,31,1
2362,516000044,28,1
2363,651329001,8,1
2364,651330003,2,1
2365,651334001,12,1
2366,516000036,28,1
2367,650678002,26,1
2368,650678001,6,1
2369,651334006,28,1
2370,651336002,28,1
2371,517880011,24,1
2372,651337001,15,1
2373,516000020,28,1
2374,651348002,2,1
2375,651348005,28,1
2376,518329007,18,1
2377,516000019,12,1
2378,518529001,25,1
2379,651282001,9,1
2380,516000056,15,1
2381,650678003,26,1
2382,516900002,6,1
2383,650799002,6,1
2384,650800002,6,1
2385,650974001,1,1
2386,650974003,27,1
2387,517678006,1,1
2388,651082010,15,1
2389,651089001,2,1
2390,651206001,5,1
2391,651273003,2,1
2392,650678004,20,1
2393,516741006,10,1
2394,651244002,28,1
2395,651253001,11,1
2396,651253002,11,1
2397,651256001,32,1
2398,516000073,24,1
2399,516000002,2,1
2400,515991012,19,1
2401,650279002,24,1
2402,649671004,9,1
2403,513699016,23,1
2404,651756002,26,1
2405,650103003,28,1
2406,513699010,14,1
2407,649683001,7,1
2408,513373020,15,1
2409,651859001,4,1
2410,513325016,23,1
2411,651723001,12,1
2412,651863002,27,1
2413,651863004,17,1
2414,649671001,2,1
2415,519079006,11,1
2416,651893003,22,1
2417,651899003,31,1
2418,513257011,26,1
2419,518827004,12,1
2420,651692001,8,1
2421,651461001,30,1
2422,650279001,24,1
2423,651461003,6,1
2424,651464002,15,1
2425,651464005,28,1
2426,651465001,15,1
2427,515158010,28,1
2428,651465003,28,1
2429,651517001,29,1
2430,651558002,25,1
2431,651619001,7,1
2432,515158003,2,1
2433,515136001,24,1
2434,651558007,25,1
2435,650274003,5,1
2436,515042002,12,1
2437,650193004,1,1
2438,514577017,15,1
2439,653633001,24,1
2440,649057002,0,1
2441,502631001,1,1
2442,656763001,2,1
2443,656388001,23,1
2444,656401001,23,1
2445,656401005,30,1
2446,647794001,12,1
2447,506452003,5,1
2448,656539001,6,1
2449,506412005,26,1
2450,506191003,17,1
2451,656661001,1,1
2452,647770002,23,1
2453,522346004,15,1
2454,656686002,2,1
2455,522398011,12,1
2456,647465001,21,1
2457,647462001,21,1
2458,647416005,9,1
2459,504890002,4,1
2460,656377002,4,1
2461,522346001,16,1
2462,647822002,5,1
2463,656059003,18,1
2464,507676005,20,1
2465,656015002,1,1
2466,656017001,1,1
2467,656031001,24,1
2468,656032004,5,1
2469,647982002,4,1
2470,656032006,5,1
2471,656059004,11,1
2472,506903004,20,1
2473,656071001,5,1
2474,647837001,23,1
2475,507676003,20,1
2476,656121001,23,1
2477,656192001,28,1
2478,522043004,15,1
2479,506993012,1,1
2480,647373004,8,1
2481,647373002,28,1
2482,520370001,5,1
2483,656763005,1,1
2484,647182001,31,1
2485,504154001,15,1
2486,504152009,22,1
2487,646824002,6,1
2488,504113023,28,1
2489,657291001,5,1
2490,522918006,25,1
2491,657291003,15,1
2492,504113022,25,1
2493,657308002,7,1
2494,657395001,0,1
2495,504113012,28,1
2496,657415001,9,1
2497,646789005,31,1
2498,502836004,28,1
2499,657428001,13,1
2500,657434001,26,1
2501,657285005,22,1
2502,650722001,15,1
2503,522461001,4,1
2504,657128001,9,1
2505,656975002,28,1
2506,657014001,18,1
2507,647355003,16,1
2508,657063001,8,1
2509,522398049,8,1
2510,504155012,19,1
2511,504155011,16,1
2512,647268004,11,1
2513,647190002,2,1
2514,657135001,1,1
2515,657159002,12,1
2516,504155001,16,1
2517,522398050,12,1
2518,504154020,16,1
2519,657215002,3,1
2520,657220001,4,1
2521,648034001,9,1
2522,521302004,22,1
2523,648173003,24,1
2524,656004002,15,1
2525,654564002,5,1
2526,508903014,1,1
2527,648968001,7,1
2528,648964001,1,1
2529,654564005,5,1
2530,654700001,17,1
2531,508638038,11,1
2532,654704001,17,1
2533,648940001,2,1
2534,508227002,27,1
2535,648911001,31,1
2536,508182003,15,1
2537,654783005,16,1
2538,648904001,4,1
2539,654797001,14,1
2540,648738013,9,1
2541,648719001,12,1
2542,508929001,29,1
2543,654436002,1,1
2544,508931035,31,1
2545,654100004,1,1
2546,649046002,24,1
2547,653733001,9,1
2548,653929002,9,1
2549,648998001,15,1
2550,648995009,12,1
2551,654046002,5,1
2552,648995005,32,1
2553,648995004,5,1
2554,648980001,2,1
2555,654100005,8,1
2556,654193001,30,1
2557,654266006,2,1
2558,654375001,3,1
2559,654414001,28,1
2560,654423001,5,1
2561,648994001,18,1
2562,654861001,16,1
2563,654921001,2,1
2564,655003001,11,1
2565,648385001,2,1
2566,648627001,9,1
2567,655692001,1,1
2568,648562002,5,1
2569,655710006,10,1
2570,648414005,11,1
2571,507909015,28,1
2572,648414004,12,1
2573,507883007,24,1
2574,507909023,28,1
2575,655869002,5,1
2576,648279007,29,1
2577,655895001,25,1
2578,655898001,8,1
2579,648209002,31,1
2580,655917002,19,1
2581,655969001,4,1
2582,648627002,15,1
2583,507910002,28,1
2584,655248001,26,1
2585,655331001,2,1
2586,655252001,24,1
2587,655259001,16,1
2588,508156027,2,1
2589,648630004,19,1
2590,520509001,28,1
2591,507987026,22,1
2592,507987024,15,1
2593,521062003,28,1
2594,648627007,15,1
2595,655347001,21,1
2596,507987001,1,1
2597,655347006,21,1
2598,507910021,0,1
2599,648630001,15,1
2600,655403002,22,1
2601,655434002,15,1
2602,508837001,11,1
2603,464297022,4,1
2604,478751007,1,1
2605,685276006,2,1
2606,684588008,0,1
2607,684675001,25,1
2608,347983038,29,1
2609,684848003,0,1
2610,684851004,21,1
2611,347975001,3,1
2612,684890001,25,1
2613,342034027,4,1
2614,685276005,0,1
2615,685276007,15,1
2616,684588006,15,1
2617,342034014,4,1
2618,342034003,4,1
2619,685343001,2,1
2620,341782022,27,1
2621,685347003,16,1
2622,685379001,15,1
2623,685382001,28,1
2624,685383001,15,1
2625,338016001,23,1
2626,348442015,28,1
2627,684588003,28,1
2628,683379002,17,1
2629,354246011,6,1
2630,355569005,8,1
2631,355569004,27,1
